TID: [-1234] [2023-06-02 00:06:21,774]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:51:54,921]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "f79ec7c4-e4e8-4ef1-8659-99ca9c1c36ea","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdP" : "is","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:51:54,927]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "f79ec7c4-e4e8-4ef1-8659-99ca9c1c36ea","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzA2NzE0OTIxMzAwMCwiaWF0IjoxNjg1NzA2NzE0OTIxLCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.KmOGlcC7AYyBfVcVxjGNevjWnsY=","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:51:55,205]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"ServiceProviderName":"apim_publisher","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:58:37,652]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Logout | Target : null | Data : { "ContextIdentifier" : "91eb0f29-5ce1-49ef-97ca-e8f7e266bb88","LoggedOutUser" : "ZongPOC","LoggedOutUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzA2NzE0OTIxMzAwMCwiaWF0IjoxNjg1NzA2NzE0OTIxLCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.KmOGlcC7AYyBfVcVxjGNevjWnsY=" } | Result : Success 
TID: [-1234] [2023-06-02 04:58:50,946]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "391812e1-fcbb-49e6-929c-ae9eda50582d","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdP" : "is","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:58:50,951]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "391812e1-fcbb-49e6-929c-ae9eda50582d","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzA3MTMwOTQ2MzAwMCwiaWF0IjoxNjg1NzA3MTMwOTQ2LCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.My0aTfeORUF40zBBDsLo69QtrLo=","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:58:51,279]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"ServiceProviderName":"apim_publisher","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:02,750]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"ServiceProviderName":"apim_publisher","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:02,752]  INFO {AUDIT_LOG} - 'admin@carbon.super [-1234]' logged in at [2023-06-02 04:59:02,752-0700]
TID: [-1234] [2023-06-02 04:59:08,681]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-List Target=null Data={"Users":["ZongPOC","admin","apim_reserved_user"]} Outcome=Success
TID: [-1234] [2023-06-02 04:59:10,922]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{"http://wso2.org/claims/role":"Internal/system,Internal/everyone,admin,Application/apim_publisher,Internal/integration_dev,Internal/subscriber,Internal/creator,Application/apim_devportal,Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX,Internal/publisher,Application/apim_admin_portal,Internal/devops,Internal/analytics,Internal/observer"},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:12,911]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"Claims":{"http://wso2.org/claims/role":"Internal/system,Internal/everyone,admin,Application/apim_publisher,Internal/integration_dev,Internal/subscriber,Internal/creator,Application/apim_devportal,Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX,Internal/publisher,Application/apim_admin_portal,Internal/devops,Internal/analytics,Internal/observer"},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,320]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{}} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,321]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{}} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,325]  WARN {AUDIT_LOG} - Initiator=admin@carbon.super Action=Set-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{"http://wso2.org/claims/organization":"","http://wso2.org/claims/telephone":"923033789618","http://wso2.org/claims/im":"","http://wso2.org/claims/country":"Pakistan","http://wso2.org/claims/mobile":"923033789618","http://wso2.org/claims/emailaddress":"faisalilyasb@gmail.com","profileConfiguration":"default","http://wso2.org/claims/lastname":"Ilyas","http://wso2.org/claims/url":"","http://wso2.org/claims/givenname":"Faisal"},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,326]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{}} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,327]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Claims":{}} Outcome=Success
TID: [-1234] [2023-06-02 04:59:42,409]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-User-Claim-Values Target=ZongPOC Data={"Claims":{"http://wso2.org/claims/telephone":"923033789618","http://wso2.org/claims/role":"Internal/system,Internal/everyone,admin,Application/apim_publisher,Internal/integration_dev,Internal/subscriber,Internal/creator,Application/apim_devportal,Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX,Internal/publisher,Application/apim_admin_portal,Internal/devops,Internal/analytics,Internal/observer","http://wso2.org/claims/country":"Pakistan","http://wso2.org/claims/mobile":"923033789618","http://wso2.org/claims/emailaddress":"faisalilyasb@gmail.com","http://wso2.org/claims/lastname":"Ilyas","http://wso2.org/claims/givenname":"Faisal"},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 04:59:47,165]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Logout | Target : null | Data : { "ContextIdentifier" : "3c986d4b-8360-44c0-8a0c-d8e12ecf1fe9","LoggedOutUser" : "ZongPOC","LoggedOutUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzA3MTMwOTQ2MzAwMCwiaWF0IjoxNjg1NzA3MTMwOTQ2LCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.My0aTfeORUF40zBBDsLo69QtrLo=" } | Result : Success 
TID: [-1234] [2023-06-02 04:59:55,474]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "7b4eb684-4556-419e-90cc-aeeb7023ee48","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdP" : "is","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:59:55,480]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "7b4eb684-4556-419e-90cc-aeeb7023ee48","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzA3MTk1NDc0MzAwMCwiaWF0IjoxNjg1NzA3MTk1NDc0LCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.heP7DRcCTDqdt7H9RH/qkHon+T4=","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 04:59:55,766]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"ServiceProviderName":"apim_publisher","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 05:05:04,897]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-Roles-of-User Target=admin Data={"ServiceProviderName":"apim_publisher","Filter":"*","Roles":["Internal/everyone","admin","Application/apim_publisher","Internal/integration_dev","Internal/subscriber","Internal/creator","Application/apim_devportal","Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX","Internal/publisher","Internal/devops","Application/apim_admin_portal","Internal/analytics","Internal/observer"]} Outcome=Success
TID: [-1234] [2023-06-02 06:06:40,154]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-Roles-of-User Target=ZongPOC Data={"ServiceProviderName":"apim_publisher","Filter":"*","Roles":["Internal/system","Internal/everyone","admin","Application/apim_publisher","Internal/integration_dev","Internal/subscriber","Internal/creator","Application/apim_devportal","Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX","Internal/publisher","Application/apim_admin_portal","Internal/devops","Internal/analytics","Internal/observer"]} Outcome=Success
TID: [-1234] [2023-06-02 06:06:40,748]  INFO {AUDIT_LOG} - Initiator=admin@carbon.super Action=Get-Roles-of-User Target=admin Data={"ServiceProviderName":"apim_publisher","Filter":"*","Roles":["Internal/everyone","admin","Application/apim_publisher","Internal/integration_dev","Internal/subscriber","Internal/creator","Application/apim_devportal","Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX","Internal/publisher","Internal/devops","Application/apim_admin_portal","Internal/analytics","Internal/observer"]} Outcome=Success
TID: [-1234] [2023-06-02 06:06:40,816]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"ServiceProviderName":"apim_publisher","Claims":{},"UserName":"admin","Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 06:06:41,220]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 06:06:52,174]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "6be5a639-a8e3-4dd0-aad7-58f8ce5c9b8c","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdP" : "is","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 06:06:52,186]  INFO {AUDIT_LOG} - Initiator : ZongPOC | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "6be5a639-a8e3-4dd0-aad7-58f8ce5c9b8c","AuthenticatedUser" : "ZongPOC","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "apim_publisher","RequestType" : "oidc","RelyingParty" : "sDkjqOFQo4a1bfhfzMumgDi7hawa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCAiYWxnIjoiSFMyNTYifQ==.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNjg1NzExMjEyMTc1MzAwMCwiaWF0IjoxNjg1NzExMjEyMTc1LCJpZHBzIjpbeyJpZHAiOiJpcyIsImF1dGhlbnRpY2F0b3IiOiJTQU1MU1NPQXV0aGVudGljYXRvciJ9XX0=.83IAUDndQwO+YBUtUoPgpN5qDvI=","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2023-06-02 06:06:52,466]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=admin Data={"Claims":{},"UserName":"admin","Profile":"default"} Outcome=Success
TID: [-1234] [2023-06-02 09:37:38,811]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-Roles-of-User Target=admin Data={"Filter":"*","Roles":["Internal/everyone","admin","Application/apim_publisher","Internal/integration_dev","Internal/subscriber","Internal/creator","Application/apim_devportal","Application/admin_aa31ee01-3d38-48ed-b044-11c78bfc8bd8_SANDBOX","Internal/publisher","Internal/devops","Application/apim_admin_portal","Internal/analytics","Internal/observer"]} Outcome=Success
