0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:05:57 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:05:58 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:05 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:05 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.050
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] GET /carbon/idpmgt/idp-mgt-edit.jsp?idPName=is HTTP/1.1 200 28788 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.062
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:37 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] POST /carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=TGXC-IDRC-PS7R-DB5F-1XZT-BF54-P8FA-XS31 HTTP/1.1 200 757 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.042
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/idpmgt/idp-mgt-list.jsp HTTP/1.1 200 6075 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=TGXC-IDRC-PS7R-DB5F-1XZT-BF54-P8FA-XS31 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.024
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/admin/js/breadcrumbs.js HTTP/1.1 200 1333 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/idpmgt/images/disable.gif HTTP/1.1 200 595 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:17:58 -0700] GET /carbon/idpmgt/images/edit.gif HTTP/1.1 200 1036 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:04 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:04 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/ HTTP/1.1 200 1068 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/css/main.css HTTP/1.1 200 1817 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/css/draftjs.css HTTP/1.1 200 2643 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/fonts/iconfont/MaterialIcons.js HTTP/1.1 200 6703 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/conf/userThemes.js HTTP/1.1 200 946 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/conf/portalSettings.js HTTP/1.1 200 768 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/services/settings/settings.js HTTP/1.1 200 1037 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/dist/index.791eaaf190e69cdbf569.bundle.js HTTP/1.1 200 196538 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.095
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/site/public/locales/en.json HTTP/1.1 200 220913 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
127.0.0.1 - - [02/Jun/2023:00:18:11 -0700] GET /api/am/publisher/v3/settings HTTP/1.1 200 1333 - Jakarta Commons-HttpClient/3.1 0.086
127.0.0.1 - - [02/Jun/2023:00:18:11 -0700] GET /api/am/service-catalog/v1/settings HTTP/1.1 200 102 - Jakarta Commons-HttpClient/3.1 0.017
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /publisher/services/auth/login HTTP/1.1 302 - https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.126
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:11 -0700] GET /oauth2/authorize?response_type=code&client_id=sDkjqOFQo4a1bfhfzMumgDi7hawa&scope=apim:admin%20apim:api_create%20apim:api_definition_view%20apim:api_delete%20apim:api_generate_key%20apim:api_import_export%20apim:api_list_view%20apim:api_manage%20apim:api_mediation_policy_manage%20apim:api_product_import_export%20apim:api_publish%20apim:api_view%20apim:app_import_export%20apim:client_certificates_add%20apim:client_certificates_manage%20apim:client_certificates_update%20apim:client_certificates_view%20apim:comment_manage%20apim:comment_view%20apim:comment_write%20apim:common_operation_policy_manage%20apim:common_operation_policy_view%20apim:document_create%20apim:document_manage%20apim:ep_certificates_add%20apim:ep_certificates_manage%20apim:ep_certificates_update%20apim:ep_certificates_view%20apim:mediation_policy_create%20apim:mediation_policy_manage%20apim:mediation_policy_view%20apim:pub_alert_manage%20apim:publisher_settings%20apim:shared_scope_manage%20apim:subscription_block%20apim:subscription_manage%20apim:subscription_view%20apim:threat_protection_policy_create%20apim:threat_protection_policy_manage%20apim:tier_manage%20apim:tier_view%20openid%20apim:api_view%20service_catalog:service_view%20service_catalog:service_write&state=/&redirect_uri=https://localhost:9443/publisher/services/auth/callback/login HTTP/1.1 302 - https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is HTTP/1.1 200 4781 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.023
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/idpmgt/idp-mgt-edit.jsp?idPName=is HTTP/1.1 200 28795 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.058
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:19 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] POST /carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=TGXC-IDRC-PS7R-DB5F-1XZT-BF54-P8FA-XS31 HTTP/1.1 200 757 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.030
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/idpmgt/idp-mgt-list.jsp HTTP/1.1 200 6073 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=TGXC-IDRC-PS7R-DB5F-1XZT-BF54-P8FA-XS31 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.027
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/admin/js/breadcrumbs.js HTTP/1.1 200 1333 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/idpmgt/images/disable.gif HTTP/1.1 200 595 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:49 -0700] GET /carbon/idpmgt/images/edit.gif HTTP/1.1 200 1036 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/ HTTP/1.1 200 1068 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/css/main.css HTTP/1.1 200 1817 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/conf/userThemes.js HTTP/1.1 200 946 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/css/draftjs.css HTTP/1.1 200 2643 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/fonts/iconfont/MaterialIcons.js HTTP/1.1 200 6703 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/conf/portalSettings.js HTTP/1.1 200 768 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.012
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/services/settings/settings.js HTTP/1.1 200 1037 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/dist/index.791eaaf190e69cdbf569.bundle.js HTTP/1.1 200 196538 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.071
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:57 -0700] GET /publisher/site/public/locales/en.json HTTP/1.1 200 220913 https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.007
127.0.0.1 - - [02/Jun/2023:00:18:58 -0700] GET /api/am/publisher/v3/settings HTTP/1.1 200 1333 - Jakarta Commons-HttpClient/3.1 0.169
127.0.0.1 - - [02/Jun/2023:00:18:58 -0700] GET /api/am/service-catalog/v1/settings HTTP/1.1 200 102 - Jakarta Commons-HttpClient/3.1 0.017
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:58 -0700] GET /publisher/services/auth/login HTTP/1.1 302 - https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.326
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:18:58 -0700] GET /oauth2/authorize?response_type=code&client_id=sDkjqOFQo4a1bfhfzMumgDi7hawa&scope=apim:admin%20apim:api_create%20apim:api_definition_view%20apim:api_delete%20apim:api_generate_key%20apim:api_import_export%20apim:api_list_view%20apim:api_manage%20apim:api_mediation_policy_manage%20apim:api_product_import_export%20apim:api_publish%20apim:api_view%20apim:app_import_export%20apim:client_certificates_add%20apim:client_certificates_manage%20apim:client_certificates_update%20apim:client_certificates_view%20apim:comment_manage%20apim:comment_view%20apim:comment_write%20apim:common_operation_policy_manage%20apim:common_operation_policy_view%20apim:document_create%20apim:document_manage%20apim:ep_certificates_add%20apim:ep_certificates_manage%20apim:ep_certificates_update%20apim:ep_certificates_view%20apim:mediation_policy_create%20apim:mediation_policy_manage%20apim:mediation_policy_view%20apim:pub_alert_manage%20apim:publisher_settings%20apim:shared_scope_manage%20apim:subscription_block%20apim:subscription_manage%20apim:subscription_view%20apim:threat_protection_policy_create%20apim:threat_protection_policy_manage%20apim:tier_manage%20apim:tier_view%20openid%20apim:api_view%20service_catalog:service_view%20service_catalog:service_write&state=/&redirect_uri=https://localhost:9443/publisher/services/auth/callback/login HTTP/1.1 302 - https://localhost:9443/publisher/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.019
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:06 -0700] GET /carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is HTTP/1.1 200 4781 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.033
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:06 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:06 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:06 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:07 -0700] GET /carbon/idpmgt/idp-mgt-edit.jsp?idPName=is HTTP/1.1 200 28800 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.053
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:07 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:07 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:19:07 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.000
